stdio    D C:\LIBS5303Build\allegro5\src\file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening C:\Users\Kirk\Documents\GitHub\BreakoutLevelEditor\bin\Debug\allegro5.cfg r
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.53534] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.53535] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.53569] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.53571] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.53603] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.53605] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.53637] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.53638] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.53843] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.53844] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.53966] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.53967] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.55046] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.55047] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.55182] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.55184] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.55226] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.55229] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.55266] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.55267] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.55301] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.55303] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.55337] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.55339] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.55373] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.55375] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.55594] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.55598] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.55737] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.55739] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.56603] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.56604] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.56745] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.56747] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.56783] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.56784] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.56821] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.56822] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.56856] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.56857] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.56892] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.56893] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.56931] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.56933] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.57141] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.57143] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.57286] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.57289] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.58301] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.58302] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.58452] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.58454] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.58490] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.58491] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.58528] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.58529] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.58564] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.58565] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.58603] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.58605] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.58643] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.58644] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.58858] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.58859] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.58981] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.58982] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.59996] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.59997] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.60143] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.60144] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.60181] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.60183] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.60221] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.60222] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.60259] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.60260] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.60297] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.60298] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.60336] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.60337] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.60546] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.60547] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.60668] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.60669] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.61590] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.61592] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.61739] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.61740] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.61777] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.61778] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.61814] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.61816] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.61850] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.61851] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.61888] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.61889] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.61927] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.61928] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.62134] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.62136] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.62260] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.62262] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.63284] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.63285] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.63457] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.63459] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.63498] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.63499] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.63537] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.63539] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.63574] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.63575] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.63613] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.63615] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.63650] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.63652] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.63857] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.63858] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.63979] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.63980] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.64990] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.64991] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.65131] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.65133] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.65170] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.65171] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.65210] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.65211] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.65248] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.65249] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.65284] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.65285] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.65321] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.65322] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.65525] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.65526] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.65645] _al_d3d_sync_bitmap (system) ref count == 1
